,Data,TMAX,TMIN,PRCP
13785,197706,270,150,0
13786,197707,270,150,-9999
13787,197708,260,160,-9999
13788,197709,270,100,0
13789,197710,285,150,-9999
13790,197711,265,140,0
13791,197712,270,130,10
13792,197801,250,125,99
13793,197802,275,105,0
13794,197803,260,170,0
13795,197804,305,160,0
13796,197805,295,190,0
13797,197806,275,180,-9999
13798,197807,245,130,0
13799,197808,260,160,41
13800,197809,230,155,0
13801,197810,245,150,224
13802,197811,250,110,28
13803,197812,255,140,10
13804,197901,260,130,0
13805,197902,285,150,-9999
13806,197903,315,180,0
13807,197904,300,160,-9999
13808,197905,260,160,0
13809,197906,305,150,3
13810,197907,235,160,0
13811,197908,275,170,0
13812,197909,250,160,-9999
13813,197910,295,155,-9999
13814,197911,290,145,5
13815,197912,290,140,366
13816,198001,160,140,513
13817,198002,260,130,-9999
13818,198003,305,140,0
13819,198004,300,180,-9999
13820,198005,295,170,0
13821,198006,270,165,-9999
13822,198007,245,165,0
13823,198008,260,160,0
13824,198009,210,160,-9999
13825,198010,270,130,376
13826,198011,270,135,0
13827,198012,255,130,15
13828,198101,-9999,115,84
13829,198106,-9999,150,0
13830,198110,-9999,170,0
13831,198201,-9999,155,0
13832,198203,351,175,0
13833,198205,-9999,180,0
13834,198301,-9999,160,0
13835,198501,-9999,145,0
13836,198607,-9999,130,0
13837,198608,-9999,115,3
13838,198609,301,100,-9999
13839,198610,-9999,90,10
13840,198611,-9999,110,0
13841,198701,-9999,140,0
13842,198703,-9999,170,0
13843,198704,-9999,170,0
13844,198705,-9999,185,0
13845,198706,-9999,190,5
13846,198707,-9999,180,0
13847,198708,295,150,0
13848,198802,290,180,231
13849,198803,-9999,180,0
13850,198804,-9999,150,0
13851,198805,-9999,140,170
13852,198806,-9999,-9999,102
13853,198807,-9999,-9999,0
13854,198808,281,-9999,0
13855,198809,-9999,-9999,-9999
13856,198903,321,166,0
13857,198904,-9999,-9999,0
13858,198905,332,-9999,0
13859,198906,-9999,-9999,23
13860,198908,282,-9999,5
13861,198910,-9999,-9999,5
13862,198911,264,144,5
13863,198912,-9999,-9999,518
13864,199001,311,-9999,0
13865,199002,253,-9999,0
13866,199003,-9999,-9999,-9999
13867,199004,-9999,-9999,0
13868,199005,-9999,-9999,0
13869,199006,-9999,-9999,0
13870,199007,-9999,-9999,0
13871,199008,-9999,159,0
13872,199009,-9999,148,0
13873,199010,254,-9999,709
13874,199011,-9999,-9999,53
13875,199012,-9999,-9999,0
13876,199101,270,-9999,112
13877,199102,-9999,-9999,0
13878,199103,-9999,159,0
13879,199104,-9999,-9999,0
13880,199105,-9999,132,0
13881,199106,270,128,0
13882,199107,-9999,160,0
13883,199108,283,-9999,0
13884,199109,277,147,0
13885,199110,270,90,51
13886,199111,230,113,33
13887,199112,-9999,-9999,0
13888,199201,203,104,-9999
13889,199202,264,92,79D
13890,199203,325,-9999,20D
13891,199204,-9999,-9999,-9999
13892,199205,304,155,-9999
13893,199206,295,152,-9999
13894,199207,286,133,0
13895,199208,-9999,-9999,0
13896,199209,264,114,-9999
13897,199210,263,147,-9999
13898,199211,-9999,-9999,-9999
13899,199212,-9999,-9999,-9999
13900,199301,264,126,-9999
13901,199302,-9999,-9999,-9999
13902,199303,-9999,164,-9999
13903,199304,-9999,-9999,0
13904,199305,351,-9999,0
13905,199306,270,156,0
13906,199307,-9999,156,0
13907,199308,284,157,-9999
13908,199310,-9999,146,295
13909,199311,-9999,135,-9999
13910,199312,-9999,98,0
13911,199401,-9999,-9999,0
13912,199402,-9999,120,18
13913,199403,-9999,97,0
13914,199404,334,156,0
13915,199405,304,-9999,0
13916,199406,-9999,152,0
13917,199407,-9999,170,0
13918,199408,262,165,0
13919,199409,-9999,-9999,0
13920,199410,-9999,149,10
13921,199411,-9999,153,-9999
13922,199412,255,120,0
13923,199501,-9999,-9999,-9999
13924,199502,-9999,130,145
13925,199503,-9999,131,0
13926,199504,312,137,0
13927,199505,296,-9999,0
13928,199506,-9999,169,0
13929,199507,-9999,153,0
13930,199508,-9999,162,0
13931,199509,-9999,-9999,0
13932,199510,292,-9999,0
13933,199511,267,141,-9999
13934,199512,-9999,-9999,0
13935,199601,257,-9999,20
13936,199602,-9999,-9999,0
13937,199603,305,-9999,-9999
13938,199604,-9999,-9999,0
13939,199605,-9999,157,-9999
13940,199606,280,171,0
13941,199607,-9999,-9999,-9999
13942,199608,267,-9999,0
13943,199609,-9999,-9999,0
13944,199610,270,-9999,0
13945,199611,268,116,-9999
13946,199612,-9999,110,0
13947,199701,270,110,99
13948,199702,-9999,116,84
13949,199703,-9999,130,0
13950,199704,-9999,147,0
13951,199705,-9999,151,0
13952,199706,-9999,147,-9999
13953,199707,-9999,141,0
13954,199708,-9999,151,0
13955,199709,-9999,90,-9999
13956,199710,281,90,-9999
13957,199711,279,90,216
13958,199712,-9999,102,-9999
13959,199801,-9999,107,8
13960,199802,313,96,10
13961,199803,-9999,118,287
13962,199804,-9999,-9999,0
13963,199805,354,-9999,0
13964,199806,-9999,162,0
13965,199807,-9999,90,0
13966,199909,-9999,-9999,0
13967,199910,250,152,10
13968,199911,-9999,-9999,0
13969,199912,-9999,114,378
13970,200001,-9999,111,13
13971,200002,-9999,-9999,224
13972,200003,-9999,111,0
13973,200004,-9999,-9999,-9999
13974,200005,334,-9999,0
13975,200006,-9999,-9999,0
13976,200007,301,-9999,0
13977,200008,-9999,-9999,-9999
13978,200009,278,-9999,0
13979,200010,-9999,-9999,-9999
13980,200011,294,-9999,0
13981,200012,-9999,132,0
13982,200101,-9999,113,0
13983,200102,295,-9999,424
13984,200103,303,-9999,130
13985,200104,303,129,43
13986,200105,-9999,-9999,0
13987,200106,-9999,-9999,0
13988,200107,-9999,180,0
13989,200108,278,-9999,0
13990,200109,265,-9999,0
13991,200110,284,-9999,5
13992,200111,-9999,76,0
13993,200112,-9999,-9999,0
13994,200201,-9999,-9999,-9999
13995,200202,-9999,-9999,10
13996,200203,-9999,-9999,-9999
13997,200204,350,-9999,-9999
13998,200205,317,-9999,0
13999,200206,304,163,-9999
14000,200207,299,-9999,-9999
14001,200208,-9999,157,-9999
14002,200209,271,-9999,-9999
14003,200210,-9999,152,0
14004,200211,-9999,-9999,-9999
14005,200212,-9999,137,15
14006,200301,-9999,-9999,46
14007,200302,301,-9999,0
14008,200303,320,152,10
14009,200304,-9999,144,0
14010,200305,315,146,0
14011,200306,-9999,-9999,-9999
14012,200307,-9999,-9999,-9999
14013,200308,282,-9999,-9999
14014,200309,-9999,165,-9999
14015,200310,-9999,139,0
14016,200311,275,140,-9999
14017,200312,-9999,-9999,0
14018,200401,-9999,-9999,5
14019,200402,300,-9999,0
14020,200403,-9999,-9999,277
14021,200404,-9999,-9999,-9999
14022,200405,-9999,173,0
14023,200406,-9999,150,-9999
14024,200407,-9999,154,0
14025,200408,-9999,143,0
14026,200409,-9999,-9999,-9999
14027,200410,-9999,126,-9999
14028,200411,-9999,-9999,-9999
14029,200412,-9999,-9999,0
14030,200501,-9999,-9999,-9999
14031,200502,310,-9999,0
14032,200503,-9999,114,147
14033,200504,-9999,131,-9999
14034,200505,-9999,-9999,0
14035,200506,-9999,191,0
14036,200507,-9999,-9999,-9999
14037,200508,-9999,-9999,0
14038,200509,278,116,0
14039,200510,-9999,-9999,-9999
14040,200511,-9999,-9999,0
14041,200512,-9999,86,0
14042,200601,-9999,-9999,3
14043,200602,-9999,-9999,79
14044,200603,-9999,100,87
14045,200604,-9999,-9999,12
14046,200605,-9999,-9999,0
14047,200606,-9999,-9999,0
14048,200607,-9999,-9999,0
14049,200608,-9999,-9999,0
14050,200609,-9999,-9999,0
14051,200610,-9999,-9999,0
14052,200611,-9999,-9999,32
14053,200701,-9999,-9999,0
14054,200702,-9999,-9999,448
14055,200703,-9999,-9999,0
14056,200704,-9999,137,12
14057,200705,310,-9999,67
14058,200706,-9999,-9999,0
14059,200707,-9999,-9999,0
14060,200708,-9999,-9999,0
14061,200709,322,-9999,0
14062,200710,-9999,-9999,0
14063,200711,-9999,151,0
14064,200712,-9999,-9999,32
14065,200801,-9999,-9999,0
14066,200802,353,-9999,85
14067,200803,-9999,-9999,224
14068,200804,-9999,-9999,187
14069,200806,-9999,-9999,0
14070,200807,-9999,-9999,0
14071,200808,-9999,-9999,0
14072,200809,-9999,-9999,0
14073,200810,-9999,-9999,0
14074,200901,-9999,-9999,0
14075,200902,-9999,-9999,0
14076,200903,-9999,-9999,338
14077,200904,-9999,-9999,474
14078,200905,-9999,-9999,202
14079,200907,-9999,-9999,0
14080,200908,-9999,-9999,0
14081,200909,-9999,-9999,0
14082,200910,-9999,156,0
14083,200911,-9999,-9999,0
14084,200912,-9999,-9999,0
14085,201001,-9999,-9999,0
14086,201002,-9999,148,0
14087,201003,-9999,-9999,0
14088,201004,-9999,-9999,169
14089,201005,-9999,-9999,0
14090,201006,-9999,-9999,48
14091,201007,-9999,150,136
14092,201008,-9999,-9999,0
14093,201010,-9999,-9999,0
14094,201011,281,-9999,0
14095,201012,-9999,-9999,0
14096,201101,-9999,-9999,0
14097,201102,-9999,-9999,0
14098,201103,332,-9999,0
14099,201104,-9999,-9999,0
14100,195504,330,-9999,124
14101,195505,310,-9999,163
14102,195506,280,-9999,182
14103,195507,260,-9999,109
14104,195508,260,-9999,0
14105,195509,250,-9999,0
14106,195510,260,-9999,0
14107,195511,260,-9999,0
14108,195512,240,-9999,0
14109,195601,270,-9999,45
14110,195602,290,-9999,0
14111,195603,270,-9999,0
14112,195604,300,-9999,134
14113,195605,280,-9999,35
14114,195606,240,-9999,0
14115,195607,250,-9999,0
14116,195608,260,-9999,0
14117,195609,240,-9999,0
14118,195610,280,-9999,0
14119,195612,260,121,0
14120,195701,240,-9999,0
14121,195702,270,-9999,0
14122,195703,290,-9999,0
14123,195704,320,162,0
14124,195705,310,-9999,0
14125,195706,240,190,0
14126,195707,240,180,0
14127,195708,260,160,0
14128,195710,240,150,0
14129,195711,280,150,0
14130,195712,260,140,0
14131,195801,200,110,0
14132,195802,260,120,0
14133,195803,300,100,0
14134,195804,310,130,20
14135,195805,290,140,61
14136,195806,260,110,0
14137,195807,260,150,0
14138,195808,270,160,0
14139,195809,240,140,0
14140,195810,260,150,0
14141,195811,250,170,0
14142,195812,240,150,140
14143,195901,250,140,60
14144,195902,280,110,0
14145,195903,300,140,0
14146,195904,310,130,65
14147,195905,300,140,0
14148,195906,280,180,0
14149,195907,260,180,0
14150,195908,250,150,0
14151,195909,260,160,0
14152,195910,260,150,164
14153,195911,260,150,0
14154,195912,260,140,39
14155,196001,260,130,52
14156,196002,280,120,0
14157,196003,300,110,0
14158,196004,310,150,0
14159,196005,330,200,0
14160,196006,290,120,0
14161,196007,260,160,0
14162,196008,260,140,0
14163,196009,260,160,0
14164,196010,250,160,0
14165,196011,280,150,5
14166,196012,240,140,6
14167,196101,280,160,5
14168,196102,290,140,0
14169,196103,290,160,0
14170,196104,310,160,0
14171,196105,290,160,0
14172,196106,270,180,0
14173,196107,250,160,0
14174,196108,270,160,0
14175,196109,250,170,0
14176,196110,260,150,4
14177,196111,240,150,0
14178,196112,250,140,64
14179,196201,270,140,180
14180,196202,300,150,0
14181,196203,310,140,0
14182,196204,280,150,0
14183,196209,305,170,0
14184,196210,255,170,0
14185,196211,265,160,0
14186,196212,280,150,150
14187,196301,290,160,0
14188,196302,250,150,0
14189,196303,260,150,0
14190,196305,230,150,0
14191,196308,240,120,0
14192,196309,280,130,0
14193,196310,240,160,0
14194,196311,215,150,0
14195,196312,145,150,0
14196,196402,280,140,0
14197,196403,270,160,0
14198,196404,320,170,0
14199,196405,230,150,0
14200,196406,250,150,50
14201,196407,255,140,0
14202,196408,260,120,270
14203,196409,245,110,0
14204,196410,240,150,0
14205,196411,260,160,0
14206,196412,230,160,0
14207,196501,250,160,0
14208,196505,290,165,0
14209,196506,250,150,0
14210,196507,250,130,0
14211,196508,250,130,0
14212,196509,255,140,402
14213,196510,225,110,45
14214,196511,260,180,0
14215,196512,245,140,260
14216,196601,255,150,0
14217,196602,240,160,0
14218,196603,290,140,0
14219,196604,310,140,0
14220,196605,270,100,0
14221,196606,275,140,20
14222,196607,250,170,55
14223,196608,235,180,45
14224,196609,240,150,0
14225,196610,210,170,0
14226,196611,252,165,0
14227,196612,264,150,0
14228,196701,271,155,0
14229,196702,250,130,0
14230,196703,288,135,0
14231,196704,324,100,0
14232,196705,311,125,0
14233,196706,282,180,67
14234,196707,333,160,25
14235,196708,276,150,0
14236,196709,176,160,55
14237,196710,272,155,0
14238,196711,268,100,0
14239,196712,243,140,0
14240,196801,240,145,0
14241,196802,280,120,0
14242,196803,282,130,0
14243,196804,282,150,0
14244,196805,292,195,0
14245,196806,238,180,190
14246,196807,270,170,225
14247,196808,270,150,0
14248,196809,250,170,345
14249,196810,240,150,0
14250,196811,250,-9999,0
14251,196812,250,105,0
14252,196901,242,138,0
14253,196902,282,140,0
14254,196903,260,94,0
14255,196904,310,160,135
14256,196905,292,190,0
14257,196906,254,176,200
14258,196907,278,150,0
14259,196908,232,171,0
14260,196909,244,176,0
14261,196910,264,158,0
14262,196911,254,141,0
14263,196912,270,154,0
14264,197001,260,128,0
14265,197002,262,123,0
14266,197003,302,144,0
14267,197004,320,150,175
14268,197005,314,152,200
14269,197006,240,174,30
14270,197007,250,160,240
14271,197008,299,170,0
14272,197009,230,152,0
14273,197010,290,143,0
14274,197011,270,120,0
14275,197012,275,123,0
14276,197101,300,132,0
14277,197102,290,134,0
14278,197106,230,160,20
14279,197107,250,174,0
14280,197108,250,160,55
14281,197109,250,160,215
14282,197110,245,270,0
14283,197111,250,160,0
14284,197112,220,160,335
14285,197201,240,162,0
14286,197202,260,160,0
14287,197203,285,132,0
14288,197204,280,150,0
14289,197205,270,130,0
14290,197206,245,137,20
14291,197207,260,161,40
14292,197208,245,180,0
14293,197209,250,174,0
14294,197210,250,164,130
14295,197211,240,157,0
14296,197212,245,157,245
14297,197301,270,163,0
14298,197302,280,142,0
14299,197303,330,114,0
14300,197304,330,136,0
14301,197305,320,150,0
14302,197306,210,112,0
14303,197308,235,150,0
14304,197309,250,124,0
14305,197310,230,163,110
14306,197311,220,150,85
14307,197312,-9999,120,330
14308,197401,260,120,0
14309,197402,260,110,0
14310,197403,300,120,0
14311,197404,295,120,0
14312,197405,250,120,0
14313,197406,260,170,0
14314,197407,235,165,0
14315,197408,270,170,0
14316,197409,230,175,17
14317,197410,240,170,60
14318,197411,260,160,125
14319,197412,240,150,0
14320,197501,260,160,0
14321,197502,260,135,0
14322,197503,290,135,0
14323,197504,290,150,511
14324,197505,250,150,0
14325,197506,230,190,0
14326,197507,260,180,0
14327,197508,220,160,0
14328,197509,240,175,190
14329,197510,250,150,200
14330,197511,250,140,109
14331,197512,250,130,102
14332,197601,250,-9999,0
14333,197602,250,135,0
14334,197603,280,85,0
14335,197604,260,155,-9999
14336,197605,335,160,-9999
14337,197606,265,160,-9999
14338,197607,260,155,-9999
14339,197608,270,150,-9999
14340,197609,275,170,-9999
14341,197610,240,170,-9999
14342,197611,260,120,-9999
14343,197612,240,100,56
14344,197701,260,150,-9999
14345,197702,280,135,-9999
14346,197703,280,140,-9999
14347,197704,260,160,-9999
14348,197705,240,160,-9999
14349,197706,270,160,-9999
14350,197707,270,160,-9999
14351,197708,260,160,-9999
14352,197709,270,160,0
14353,197710,260,110,0
14354,197711,250,160,-9999
14355,197712,275,140,-9999
14356,197801,260,120,-9999
14357,197802,240,120,-9999
14358,197803,260,120,-9999
14359,197804,290,160,10
14360,197805,320,150,-9999
14361,197806,260,200,0
14362,197807,230,185,-9999
14363,197808,265,140,0
14364,197809,245,170,-9999
14365,197810,240,170,0
14366,197811,265,160,0
14367,197812,250,140,0
14368,197901,275,140,-9999
14369,197902,270,120,0
14370,197903,300,120,0
14371,197904,305,180,-9999
14372,197905,275,160,-9999
14373,197906,280,150,0
14374,197907,240,150,25
14375,197908,275,150,0
14376,197909,250,150,51
14377,197910,295,155,165
14378,197911,295,155,20
14379,197912,290,130,-9999
14380,198001,200,145,-9999
14381,198002,250,140,0
14382,198003,300,140,-9999
14383,198004,270,140,0
14384,198005,310,175,-9999
14385,198006,250,175,0
14386,198007,260,170,10
14387,198008,240,150,112
14388,198009,200,170,442
14389,198010,265,165,79
14390,198011,275,140,0
14391,198012,225,140,0
14392,198101,-9999,125,-9999
14393,198106,-9999,120,112
14394,198110,280,145,0
14395,198201,-9999,125,0
14396,198203,-9999,150,-9999
14397,198205,-9999,160,23
14398,198301,-9999,185,0D
14399,198501,-9999,155,64
14400,198607,-9999,145,0
14401,198608,-9999,110,0
14402,198609,310,110,0
14403,198610,-9999,95,0
14404,198611,-9999,100,-9999
14405,198701,-9999,110,0
14406,198703,-9999,140,0
14407,198704,-9999,150,0
14408,198705,-9999,160,0
14409,198706,-9999,175,0
14410,198707,-9999,170,0
14411,198708,-9999,180,-9999
14412,198802,287,150,23
14413,198803,-9999,170,33
14414,198804,-9999,160,0
14415,198805,-9999,140,0
14416,198806,-9999,125,-9999
14417,198807,-9999,-9999,0
14418,198808,-9999,-9999,0
14419,198809,-9999,130,0
14420,198903,322,-9999,0
14421,198904,-9999,-9999,0
14422,198905,335,-9999,579
14423,198906,-9999,-9999,-9999
14424,198908,-9999,-9999,287
14425,198910,276,-9999,91
14426,198911,-9999,-9999,0
14427,198912,-9999,144,0
14428,199001,-9999,-9999,-9999
14429,199002,260,-9999,0
14430,199003,-9999,-9999,0
14431,199004,-9999,-9999,0
14432,199005,-9999,-9999,0
14433,199006,285,-9999,0
14434,199007,-9999,-9999,15
14435,199008,-9999,-9999,0
14436,199009,-9999,-9999,117
14437,199010,237,148,25
14438,199011,262,-9999,0
14439,199012,251,-9999,0
14440,199101,-9999,-9999,8
14441,199102,310,-9999,0
14442,199103,335,-9999,0
14443,199104,-9999,-9999,0
14444,199105,-9999,-9999,0
14445,199106,273,137,0
14446,199107,278,128,0
14447,199108,286,160,15
14448,199109,278,-9999,874
14449,199110,-9999,-9999,25
14450,199111,-9999,105,175
14451,199112,-9999,-9999,0
14452,199201,-9999,-9999,0
14453,199202,266,100,0
14454,199203,322,102,0
14455,199204,330,-9999,0
14456,199205,-9999,-9999,0
14457,199206,308,155,277
14458,199207,282,143,5
14459,199208,287,142,74
14460,199209,-9999,137,0
14461,199210,-9999,106,56
14462,199211,260,133,0
14463,199212,251,123,0
14464,199301,-9999,129,-9999
14465,199302,313,-9999,0
14466,199303,316,149,0
14467,199304,-9999,151,0
14468,199305,350,-9999,0
14469,199306,-9999,-9999,0
14470,199307,-9999,160,-9999
14471,199308,270,154,213
14472,199310,-9999,157,-9999
14473,199311,-9999,153,452D
14474,199312,-9999,135,0D
14475,199401,-9999,98,147
14476,199402,-9999,126,0
14477,199403,-9999,109,-9999
14478,199404,335,97,0
14479,199405,-9999,156,-9999
14480,199406,-9999,-9999,-9999
14481,199407,-9999,152,0
14482,199408,259,170,-9999
14483,199409,-9999,156,-9999
14484,199410,263,153,-9999
14485,199411,-9999,148,0
14486,199412,-9999,131,-9999
14487,199501,-9999,121,0
14488,199502,-9999,103,-9999
14489,199503,-9999,94,0
14490,199504,-9999,128,0
14491,199505,-9999,-9999,0
14492,199506,-9999,193,0
14493,199507,-9999,160,0
14494,199508,-9999,159,0
14495,199509,-9999,-9999,0
14496,199510,-9999,-9999,0
14497,199511,-9999,146,0
14498,199512,-9999,132,0
14499,199601,-9999,-9999,0
14500,199602,290,-9999,0
14501,199603,292,-9999,0
14502,199604,-9999,-9999,0
14503,199605,-9999,-9999,0
14504,199606,-9999,-9999,0
14505,199607,260,169,66
14506,199608,-9999,-9999,0
14507,199609,-9999,-9999,33
14508,199610,-9999,-9999,0
14509,199611,-9999,-9999,150
14510,199612,-9999,122,0
14511,199701,-9999,114,0
14512,199702,-9999,98,25
14513,199703,-9999,116,0
14514,199704,275,136,0
14515,199705,-9999,-9999,0
14516,199706,-9999,-9999,0
14517,199707,-9999,143,0
14518,199708,-9999,-9999,3
14519,199709,-9999,113,0
14520,199710,-9999,140,0
14521,199711,-9999,146,0
14522,199712,-9999,-9999,0
14523,199801,280,77,-9999
14524,199802,-9999,-9999,0
14525,199803,343,103,-9999
14526,199804,-9999,-9999,0
14527,199805,-9999,-9999,0
14528,199806,-9999,150,-9999
14529,199807,-9999,-9999,0
14530,199909,-9999,90,-9999
14531,199910,-9999,124,0
14532,199911,-9999,-9999,-9999
14533,199912,-9999,-9999,0
14534,200001,-9999,-9999,0
14535,200002,-9999,-9999,0
14536,200003,320,-9999,0
14537,200004,330,-9999,0
14538,200005,-9999,-9999,0
14539,200006,-9999,-9999,0
14540,200007,303,107,-9999
14541,200008,302,-9999,3
14542,200009,-9999,-9999,264
14543,200010,298,-9999,0
14544,200011,292,-9999,0
14545,200012,-9999,-9999,23
14546,200101,-9999,-9999,0
14547,200102,-9999,-9999,0
14548,200103,301,-9999,-9999
14549,200104,290,106,-9999
14550,200105,330,-9999,0
14551,200106,285,159,0
14552,200107,-9999,-9999,0
14553,200108,-9999,-9999,5
14554,200109,260,-9999,0
14555,200110,270,-9999,551
14556,200111,281,-9999,145
14557,200112,274,-9999,163
14558,200201,-9999,-9999,-9999
14559,200202,316,-9999,0
14560,200203,-9999,-9999,-9999
14561,200204,339,-9999,0
14562,200205,314,143,0
14563,200206,299,160,0
14564,200207,299,-9999,10
14565,200208,-9999,-9999,0
14566,200209,-9999,132,0
14567,200210,-9999,141,163
14568,200211,-9999,-9999,0
14569,200212,273,135,0
14570,200301,-9999,156,0
14571,200302,-9999,-9999,0
14572,200303,310,-9999,-9999
14573,200304,-9999,-9999,0
14574,200305,-9999,142,-9999
14575,200306,292,143,0
14576,200307,-9999,158,84
14577,200308,299,151,0
14578,200309,-9999,-9999,0
14579,200310,-9999,-9999,-9999
14580,200311,-9999,136,3
14581,200312,-9999,163,0
14582,200401,-9999,101,0
14583,200402,-9999,100,0
14584,200403,322,-9999,0
14585,200404,-9999,129,-9999
14586,200405,-9999,-9999,0
14587,200406,-9999,155,0
14588,200407,-9999,184,33
14589,200408,-9999,136,0
14590,200409,-9999,148,0
14591,200410,-9999,-9999,0
14592,200411,-9999,-9999,-9999
14593,200412,-9999,-9999,30
14594,200501,305,-9999,0
14595,200502,-9999,122,0
14596,200503,353,-9999,-9999
14597,200504,-9999,-9999,-9999
14598,200505,-9999,131,0
14599,200506,-9999,-9999,38
14600,200507,-9999,-9999,-9999
14601,200508,-9999,131,0
14602,200509,-9999,-9999,18
14603,200510,-9999,116,0
14604,200511,289,-9999,71
14605,200512,-9999,-9999,10
14606,200601,-9999,-9999,-9999
14607,200602,313,-9999,0
14608,200603,-9999,-9999,-9999
14609,200604,354,-9999,0
14610,200605,-9999,156,-9999
14611,200606,-9999,-9999,0
14612,200607,280,-9999,-9999
14613,200608,-9999,-9999,-9999
14614,200609,-9999,-9999,13
14615,200610,-9999,-9999,-9999
14616,200611,-9999,-9999,432
14617,200701,-9999,-9999,18
14618,200702,-9999,-9999,-9999
14619,200703,-9999,-9999,0
14620,200704,361,126,-9999
14621,200705,-9999,-9999,0
14622,200706,-9999,147,0
14623,200707,-9999,-9999,-9999
14624,200708,-9999,-9999,-9999
14625,200709,-9999,-9999,0
14626,200710,-9999,-9999,0
14627,200711,-9999,-9999,13
14628,200712,-9999,-9999,409
14629,200801,-9999,-9999,67
14630,200802,-9999,111,0
14631,200803,-9999,-9999,0
14632,200804,-9999,-9999,0
14633,200806,-9999,107,0
14634,200807,-9999,-9999,0
14635,200808,-9999,139,0
14636,200809,-9999,-9999,0
14637,200810,-9999,-9999,0
14638,200901,-9999,146,48
14639,200902,-9999,-9999,0
14640,200903,-9999,-9999,205
14641,200904,-9999,-9999,217
14642,200905,-9999,-9999,0
14643,200907,-9999,-9999,0
14644,200908,-9999,-9999,0
14645,200909,-9999,-9999,0
14646,200910,258,172,0
14647,200911,-9999,-9999,0
14648,200912,-9999,-9999,0
14649,201001,-9999,-9999,178
14650,201002,-9999,-9999,0
14651,201003,-9999,-9999,0
14652,201004,363,-9999,385
14653,201005,332,-9999,54
14654,201006,-9999,-9999,0
14655,201007,-9999,-9999,0
14656,201008,-9999,-9999,0
14657,201010,-9999,-9999,0
14658,201011,277,-9999,0
14659,201012,-9999,-9999,0
14660,201101,-9999,-9999,0
14661,201102,-9999,-9999,89
14662,201103,-9999,-9999,68
14663,201104,-9999,-9999,38
14664,195504,330,-9999,25
14665,195505,310,-9999,0
14666,195506,300,-9999,0
14667,195507,260,-9999,0
14668,195508,260,-9999,0
14669,195509,260,-9999,0
14670,195510,260,-9999,0
14671,195511,260,-9999,0
14672,195512,240,153,0
14673,195601,270,-9999,0
14674,195602,290,-9999,24
14675,195603,290,-9999,202
14676,195604,310,-9999,383
14677,195605,260,-9999,0
14678,195606,240,167,0
14679,195607,220,182,0
14680,195608,250,-9999,0
14681,195609,240,-9999,0
14682,195610,270,-9999,0
14683,195612,250,-9999,0
14684,195701,260,142,25
14685,195702,260,-9999,46
14686,195703,280,-9999,168
14687,195704,330,-9999,0
14688,195705,290,-9999,0
14689,195706,250,-9999,138
14690,195707,280,190,0
14691,195708,260,160,0
14692,195710,250,160,0
14693,195711,280,150,0
14694,195712,250,150,0
14695,195801,240,150,0
14696,195802,270,130,164
14697,195803,310,120,148
14698,195804,320,90,648
14699,195805,290,130,0
14700,195806,260,140,0
14701,195807,280,140,0
14702,195808,270,170,0
14703,195809,250,160,0
14704,195810,270,140,0
14705,195811,260,140,0
14706,195812,250,150,0
14707,195901,240,120,0
14708,195902,280,120,0
14709,195903,300,110,0
14710,195904,310,130,0
14711,195905,300,120,0
14712,195906,270,150,0
14713,195907,260,170,0
14714,195908,260,170,0
14715,195909,270,180,0
14716,195910,260,160,0
14717,195911,270,150,0
14718,195912,250,130,0
14719,196001,270,150,120
14720,196002,270,120,10
14721,196003,310,120,0
14722,196004,320,100,0
14723,196005,290,140,0
14724,196006,280,200,0
14725,196007,260,120,0
14726,196008,270,160,0
14727,196009,270,160,0
14728,196010,260,160,170
14729,196011,270,150,10
14730,196012,230,170,0
14731,196101,270,150,130
14732,196102,290,140,0
14733,196103,290,130,0
14734,196104,300,160,0
14735,196105,300,160,0
14736,196106,270,170,0
14737,196107,240,180,0
14738,196108,270,160,20
14739,196109,250,160,233
14740,196110,260,150,28
14741,196111,240,160,0
14742,196112,250,160,0
14743,196201,260,140,0
14744,196202,300,130,0
14745,196203,290,160,0
14746,196204,280,150,0
14747,196209,270,160,0
14748,196210,270,170,32
14749,196211,295,170,30
14750,196212,280,160,0
14751,196301,270,160,0
14752,196302,270,170,0
14753,196303,270,160,0
14754,196305,225,150,0
14755,196308,250,150,0
14756,196309,280,120,0
14757,196310,250,140,0
14758,196311,205,160,0
14759,196312,140,150,0
14760,196402,280,160,1
14761,196403,280,140,13
14762,196404,320,160,65
14763,196405,230,150,1
14764,196406,250,160,1055
14765,196407,250,140,0
14766,196408,260,140,0
14767,196409,230,110,0
14768,196410,235,110,0
14769,196411,245,140,0
14770,196412,210,160,0
14771,196501,250,160,0
14772,196505,310,160,0
14773,196506,250,165,5
14774,196507,250,125,7
14775,196508,230,125,5
14776,196509,240,150,75
14777,196510,210,140,0
14778,196511,250,110,0
14779,196512,250,160,0
14780,196601,230,130,0
14781,196602,230,150,0
14782,196603,285,140,0
14783,196604,300,150,0
14784,196605,250,145,0
14785,196606,260,120,35
14786,196607,260,140,177
14787,196608,245,150,275
14788,196609,250,180,174
14789,196610,230,160,0
14790,196611,258,170,0
14791,196612,272,170,0
14792,196701,270,140,0
14793,196702,278,150,0
14794,196703,306,140,0
14795,196704,318,140,0
14796,196705,270,120,0
14797,196706,280,115,210
14798,196707,329,170,10
14799,196708,279,170,0
14800,196709,188,150,40
